species,rep,obs,time,elapsed,date,hhmmss,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_?F,Qin,Qabs,alpha,convert,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,CO2_s:MN,CO2_s:SLP,CO2_s:SD,CO2_s:OK,Stable,Total,State,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,,,,
A10,plant_1,11,1553442657,1547.1,20190324 10:50:57,10:50:57,1553442657,0.0019051,21.17508699,400.024,120.9049097,12.16614625,40.25271182,0.126370359,3.479080973,0.123874615,0.077641762,97.99607402,25.4518529,25.0005,3.179772376,51.32631702,1.669511873,3.252740446,1.510260503,-84.0149203,71.48072172,4.354312458,89.81618791,-0.041675013,0.046783853,3.487778545,0,0,1,0,53428.85382,MPF-2750-20190324-10_26_59,65.34423077,556.1237692,490.7795385,0.882500561,-1.015571362,MPF-2769-20190324-10_52_46,201.4177308,341.102,0.409508796,0.5,505.1675529,21.17508699,103.4352781,0.617123324,0.043927323,0.630373816,DARK-2770-20190324-10_52_48,130.6,210.502,0.663576922,0.505310831,0.506546995,0.43812293,2769,300,300,300,7153.98,335.596,-0.0055061,4.78363,599.966,505.1675529,0.841993635,0.193987269,1553442657,400.024,405.662,16.5913,16.1098,499.987,100.426,0.199742,25.3816,25.0005,999.9,0,0,10007.5,0,6.13977,599.966,0.93298,0.0670201,0,201.174,4.99951,1447.7,5349.98,37.312,40.5,39.125,40.875,40.5,555.09,39.87,0,150,201.4177308,-1.17507693,-9.406153851,1448.874231,15,1553442575,10:49:35,12,0.59,0.13,405,16,0.3,0.13,399.981619,0.865246753,0.045166861,0,1.51083424,0.009426272,0-Jan,1,1,2,1/2,1.8785,1.8837,1.88156,1.87867,1.87844,1.88065,1.87959,1.87547,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.59,0.13,2,514.437,540.439,23.65,26.9499,30.0001,26.9929,26.9703,20.4887,30.026,53.9465,23.6432,405.671,16.1436,99.9185,100.185
A10,plant_1,12,1553442808,1697.6,20190324 10:53:27,10:53:27,1553442808,0.001926576,22.31996246,399.957,110.7070197,11.14012601,40.24651183,0.128402068,3.47155449,0.125820847,0.07886562,129.8978211,25.33029243,24.9596,3.172027038,52.14266326,1.668276516,3.19944631,1.503750522,-84.96201091,27.02567955,1.647220305,73.60871007,-0.041560906,0.046655758,3.480228248,0,0,1,0,53338.15936,MPF-2750-20190324-10_26_59,65.34423077,556.1237692,490.7795385,0.882500561,-1.015571362,MPF-2771-20190324-10_55_16,206.0568462,303.54,0.321154226,0.5,673.1124082,22.31996246,108.0864473,0.59214601,0.034668108,0.832126801,DARK-2772-20190324-10_55_19,123.8,179.74,0.542356481,0.584246778,0.409256445,0.514658313,2771,300,300,300,7151.7,297.14,-0.00535705,4.9324,799.905,673.1124082,0.841490437,0.192980874,1553442808,399.957,405.891,16.5788,16.0919,500.022,100.427,0.200097,25.104,24.9596,999.9,0,0,9980,0,6.13977,799.905,0.950005,0.0499951,0,206.072,4.99951,1972.85,7181.52,37.75,40.75,39.375,41.062,40.812,755.16,39.74,0,150,206.0568462,-3.483760687,-28.76649573,1976.896154,15,1553442723,10:52:02,13,0.548,0.13,406,16,0.48,0.17,399.9836667,-0.319168831,0.020686626,1,1.505058039,0.01319042,0-Jan,1,2,2,2/2,1.87851,1.8837,1.88156,1.87872,1.87848,1.88067,1.87959,1.87546,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.548,0.13,2,514.545,539.158,22.9009,26.9088,29.9999,26.942,26.9173,20.5056,29.94,52.0706,22.904,406.03,16.1428,99.9379,100.195
A10,plant_1,13,1553442958,1848.1,20190324 10:55:58,10:55:58,1553442958,0.002075309,22.39163232,399.994,129.367273,13.01786219,40.25026304,0.138197243,3.469836694,0.135210672,0.084769626,129.8939796,25.397221,24.9913,3.178028709,51.91001939,1.670743042,3.218536732,1.507285667,-91.52112364,39.7701967,2.426807929,80.56986063,-0.041534879,0.04662654,3.47850502,0,0,1,0,53288.24461,MPF-2750-20190324-10_26_59,65.34423077,556.1237692,490.7795385,0.882500561,-1.015571362,MPF-2773-20190324-10_57_47,201.3096154,296.83,0.321801653,0.5,673.0922422,22.39163232,108.301098,0.588990331,0.034775625,0.873543002,DARK-2774-20190324-10_57_49,122,174.83,0.54636152,0.597280747,0.412640418,0.528330439,2773,300,300,300,7151.04,291.298,-0.00535659,4.39578,799.881,673.0922422,0.841490474,0.192980949,1553442958,399.994,405.962,16.6033,16.0788,499.999,100.427,0.200167,25.2039,24.9913,999.9,0,0,9973.75,0,6.13977,799.881,0.950005,0.0499951,0,201.264,4.99951,1934.44,7181.31,38.062,40.937,39.625,41.25,41.062,755.14,39.74,0,149.8999999,201.3096154,-0.2657094,-12.00991457,1936.331154,15,1553442877,10:54:37,14,0.539,0.131,406,16,0.56,0.51,399.989,0.067792208,0.01173923,1,1.507285881,-0.002182762,0-Jan,1,2,2,2/2,1.87851,1.88369,1.88156,1.87867,1.87844,1.88066,1.87961,1.87546,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.539,0.131,2,514.486,537.957,23.1231,26.8747,30,26.9065,26.8808,20.5144,29.5541,50.5711,23.1298,406.121,16.1346,99.9559,100.203
A10,plant_1,14,1553443109,1998.6,20190324 10:58:28,10:58:28,1553443109,0.001975822,23.36345665,399.997,108.1442275,10.88201679,40.24971252,0.13321696,3.476650938,0.130444758,0.08177224,193.7168002,25.20683427,24.9008,3.160920821,53.6722109,1.673384286,3.117785271,1.487536535,-87.13377146,-43.12838056,-2.618334145,60.83631405,-0.04163816,0.046742482,3.485340819,0,0,1,0,53511.01015,MPF-2750-20190324-10_26_59,65.34423077,556.1237692,490.7795385,0.882500561,-1.015571362,MPF-2775-20190324-11_00_17,208.0375,265.041,0.215074272,0.5,1009.0905,23.36345665,108.5147021,0.54422146,0.024159407,1.098255625,DARK-2776-20190324-11_00_20,120.8,144.241,0.395196234,0.668658111,0.285450287,0.593102903,2775,300,300,300,7146.57,258.06,-0.00505843,2.87344,1199.89,1009.0905,0.840985841,0.191971682,1553443109,399.997,406.204,16.6299,16.1306,500.042,100.425,0.200036,24.6707,24.9008,999.9,0,0,9998.75,0,6.13977,1199.89,0.967,0.0330004,0,207.677,4.99951,2998.4,10845.7,38.812,41.25,40.062,41.5,41.625,1155.46,39.43,0,150,208.0375,-3.453709404,-46.28547011,3004.117308,15,1553443027,10:57:07,15,0.614,0.129,406,16,0.75,0.21,399.9671429,0.056415584,0.011760652,1,1.488679321,-0.004954574,0-Jan,1,2,2,2/2,1.87851,1.8837,1.88157,1.87873,1.87851,1.88067,1.87962,1.87548,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.614,0.129,2,514.523,536.583,21.9169,26.8656,30,26.8776,26.8472,20.5242,29.0316,49.0776,21.9307,406.077,16.1428,99.9734,100.212
A10,plant_1,15,1553443259,2149.1,20190324 11:00:59,11:00:59,1553443259,0.002130495,24.08733911,399.954,116.7309429,11.74626171,40.24609277,0.141872779,3.489397306,0.138744395,0.086990574,193.7279721,25.37869065,25.0039,3.180416986,52.98186851,1.672497984,3.156736504,1.507919002,-93.95481253,-23.57148456,-1.428037618,74.77363737,-0.041831593,0.046959628,3.498127556,0,0,1,0,53711.81688,MPF-2750-20190324-10_26_59,65.34423077,556.1237692,490.7795385,0.882500561,-1.015571362,MPF-2777-20190324-11_02_48,202.6642308,257.108,0.211754474,0.5,1009.1493,24.08733911,106.8459395,0.54882773,0.024875319,1.162996753,DARK-2778-20190324-11_02_50,116,141.108,0.385830493,0.679390186,0.283910613,0.609266984,2777,300,300,300,7145.31,251.556,-0.00505736,2.96315,1199.96,1009.1493,0.840985783,0.191971567,1553443259,399.954,406.363,16.6208,16.0824,500.034,100.427,0.199804,24.8786,25.0039,999.9,0,0,10045,0,6.13977,1199.96,0.967006,0.032994,0,202.412,4.99951,2932.68,10846.3,39.312,41.562,40.562,41.75,42,1155.53,39.43,0,150.0999999,202.6642308,-1.499897445,-16.79042733,2934.629231,15,1553443173,10:59:32,16,0.547,0.131,406,16,0.27,0.13,399.968381,0.056727273,0.010754738,1,1.506658808,0.019300801,0-Jan,1,2,2,2/2,1.8785,1.88369,1.88155,1.87866,1.87841,1.88065,1.87959,1.87546,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.547,0.131,2,514.516,535.598,22.2674,26.8338,30,26.8549,26.8276,20.5291,29.0632,47.5758,22.24,406.395,16.0784,99.9857,100.215
A10,plant_1,16,1553443410,2299.6,20190324 11:03:29,11:03:29,1553443410,0.002035071,24.48278388,400.035,102.0208557,10.26594665,40.25390631,0.136692208,3.478724048,0.133776888,0.083867306,241.6847413,25.24363411,24.9267,3.165808651,54.23876051,1.671839966,3.082371261,1.493968684,-89.74662449,-83.83260198,-5.082237165,63.0232777,-0.041669599,0.046777775,3.48742049,0,0,1,0,53584.16369,MPF-2750-20190324-10_26_59,65.34423077,556.1237692,490.7795385,0.882500561,-1.015571362,MPF-2779-20190324-11_05_18,205.0206923,246.162,0.167131026,0.5,1261.3113,24.48278388,105.402126,0.521453352,0.020215751,1.259177977,DARK-2780-20190324-11_05_21,117.8,128.362,0.320510024,0.707152546,0.227529119,0.631570277,2779,300,300,300,7142.64,239.546,-0.00483417,2.80212,1500.12,1261.3113,0.840806936,0.191613871,1553443410,400.035,406.536,16.6144,16.1001,500.023,100.426,0.199961,24.4797,24.9267,999.9,0,0,10006.2,0,6.13977,1500.12,0.973011,0.0269885,0,204.941,4.99951,3716.05,13593,40.062,41.875,41,42,42.562,1454.77,40.35,0,150.1000001,205.0206923,-1.516034181,-23.48,3718.990385,15,1553443323,11:02:03,17,0.53,0.126,406,16,0.29,0.19,399.978381,0.66638961,0.036078586,0,1.495835894,-0.004533983,0-Jan,1,1,2,1/2,1.87851,1.8837,1.88158,1.87869,1.87849,1.88067,1.87962,1.87548,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.53,0.126,2,514.508,534.617,21.1595,26.8156,29.9999,26.8323,26.8009,20.5352,28.6956,46.0898,21.2013,406.308,16.1063,100.002,100.225
A10,plant_1,17,1553443561,2450.5,20190324 11:06:00,11:06:00,1553443561,0.002319792,24.76687134,400.006,132.8577064,13.36882358,40.25065455,0.155261661,3.474247527,0.151507452,0.095021898,241.6880232,25.36999403,24.9951,3.178748818,53.7377402,1.675197052,3.117356713,1.503551766,-102.3028297,-61.19209679,-3.719280184,74.47381658,-0.041601722,0.046701577,3.482929803,0,0,1,0,53466.50212,MPF-2750-20190324-10_26_59,65.34423077,556.1237692,490.7795385,0.882500561,-1.015571362,MPF-2781-20190324-11_07_49,201.6720385,243.456,0.171628391,0.5,1261.3206,24.76687134,108.2392125,0.518598843,0.020440832,1.284288616,DARK-2782-20190324-11_07_52,117.2,126.256,0.330946343,0.712350962,0.234594051,0.637083955,2781,300,300,300,7141.25,236.5,-0.00483317,3.10555,1500.13,1261.3206,0.84080753,0.191615061,1553443561,400.006,406.61,16.6479,16.0616,499.967,100.425,0.200127,24.6684,24.9951,999.9,0,0,9990,0,6.13977,1500.13,0.972995,0.0270048,0,201.388,4.99951,3665.6,13593,40.5,42.25,41.5,42.312,43,1454.75,40.38,0,150.7,201.6720385,-1.359350427,-15.46529914,3667.02,15,1553443479,11:04:38,18,0.544,0.127,406,16,0.51,0.24,399.9874762,0.132935065,0.0101682,1,1.503675926,-0.001889234,0-Jan,1,2,2,2/2,1.8785,1.8837,1.88157,1.87868,1.87849,1.88066,1.87961,1.8755,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.544,0.127,2,514.524,534.023,21.6114,26.7613,29.9999,26.7939,26.7667,20.5458,28.5108,44.5911,21.608,406.618,16.0583,100.016,100.232
A10,plant_1,18,1553443711,2601,20190324 11:08:31,11:08:31,1553443711,0.002166138,25.64090157,399.91,105.2116656,10.5868361,40.24061023,0.14500061,3.473876796,0.141720238,0.088863696,241.6571375,25.40451999,24.9833,3.176513156,53.748855,1.675593612,3.117449874,1.500919544,-95.52669107,-58.88197825,-3.579048413,83.66941977,-0.041596102,0.046695269,3.4825579,0,0,1,0,53459.4617,MPF-2750-20190324-10_26_59,65.34423077,556.1237692,490.7795385,0.882500561,-1.015571362,MPF-2783-20190324-11_10_20,199.5483846,241.885,0.175027866,0.5,1261.1607,25.64090157,110.3691331,0.499762284,0.02113646,1.299124664,DARK-2784-20190324-11_10_22,121,120.885,0.350222239,0.722182495,0.239812116,0.640284985,2783,300,300,300,7140.09,234.572,-0.00483234,2.85719,1499.94,1261.1607,0.840807433,0.191614865,1553443711,399.91,406.722,16.652,16.1046,500.025,100.424,0.200166,24.6689,24.9833,999.9,0,0,9988.75,0,6.13977,1499.94,0.972995,0.0270048,0,199.364,4.99951,3633.48,13591.3,40.937,42.562,41.875,42.625,43.312,1454.57,40.37,0,150.1000001,199.5483846,-0.146803405,-15.2211966,3635.666154,15,1553443630,11:07:10,19,0.494,0.126,406,16,0.31,0.21,399.9670476,-0.518493506,0.027418235,0,1.502567988,-0.008124609,0-Jan,1,1,2,1/2,1.87852,1.8837,1.88159,1.87871,1.87851,1.88069,1.87962,1.87551,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.494,0.126,2,514.641,533.017,21.5222,26.7269,30.0005,26.7623,26.7374,20.559,27.9844,43.4728,21.4881,406.824,16.0514,100.033,100.236
A10,plant_1,19,1553443862,2751.5,20190324 11:11:01,11:11:01,1553443862,0.002278211,25.89263491,399.951,115.8767044,11.66054739,40.24663638,0.152240165,3.484295575,0.148638972,0.093215816,241.6715014,25.38450518,25.0079,3.181175497,53.74149106,1.67604507,3.118717096,1.505130428,-100.4691135,-62.40222295,-3.782277228,75.01788774,-0.041754134,0.046872673,3.493009659,0,0,1,0,53653.09555,MPF-2750-20190324-10_26_59,65.34423077,556.1237692,490.7795385,0.882500561,-1.015571362,MPF-2785-20190324-11_12_50,197.8393846,240.297,0.176688079,0.5,1261.2363,25.89263491,111.4227097,0.475648885,0.021334786,1.314318403,DARK-2786-20190324-11_12_53,126,114.297,0.371467452,0.73426951,0.242680442,0.643520653,2785,300,300,300,7139.23,233.47,-0.00483162,3.16322,1500.03,1261.2363,0.840807384,0.191614768,1553443862,399.951,406.839,16.6557,16.08,500.042,100.429,0.199918,24.6757,25.0079,999.9,0,0,10026.2,0,6.08292,1500.03,0.972999,0.0270006,0,197.99,4.99951,3610.47,13592.1,41.25,42.875,42.187,42.875,43.625,1454.66,40.37,0,150,197.8393846,-0.513162376,-11.93162394,3611.570769,15,1553443780,11:09:40,20,0.507,0.126,407,16,0.31,0.28,399.9641905,0.052207792,0.012164034,1,1.502537967,0.011454177,0.001364596,1,2,2,2/2,1.87851,1.8837,1.88156,1.87867,1.87844,1.88065,1.87958,1.87546,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.507,0.126,2,514.3,532.23,21.4215,26.7293,30.0003,26.7577,26.7329,20.5608,27.9389,41.9781,21.3955,406.972,16.0353,100.036,100.235
A10,plant_2,1,1553448530,0,20190324 12:28:50,12:28:50,1553448530,0.000279436,-1.201899962,400.011,494.9198676,49.79249567,40.24398148,0.018199311,3.470848164,0.018146462,0.011346274,1.74E-06,24.99232825,25.0038,3.180398025,52.30367405,1.668489711,3.190004796,1.511908315,-12.32312488,9.468290531,0.57719583,-2.277636785,-0.041583856,0.046681522,3.481747408,0,0,1,0,53374.87077,MPF-2838-20190324-12_30_39,62.45,520.414,457.964,0.879999385,-0.793854925,-,0,0,#DIV/0!,0.5,0.000182664,-1.201899962,#DIV/0!,#DIV/0!,-2233.850217,#DIV/0!,-,0,0,#DIV/0!,1,0,1.13636443,2838,300,300,300,7125.66,582.864,-0.00592697,1.97437,0.00434958,0.000182664,0.041995884,0.009499069,1553448530,400.011,399.723,16.5842,16.5116,500.018,100.407,0.200187,25.0544,25.0038,999.9,0,0,9987.5,0,0.227399,0.00434958,0,0,0,128.3,0.00499951,7.6,-1.5,37.5,42.062,40,42.187,40.687,0,0,0,1454.3,124.9,11.39145288,-47.74017107,7.230769231,15,1553448549,12:29:09,49,0.294,0.139,400,17,0.95,0.32,399.9798095,-0.043012987,0.012715267,1,1.511014719,0.002091366,0-Jan,1,2,2,2/2,1.8786,1.8837,1.88163,1.87878,1.87851,1.88067,1.87969,1.87555,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.294,0.139,2,511.689,518.263,22.1523,30.0316,30.0006,29.9522,29.8947,20.3577,24.0763,27.463,22.2304,399.694,16.5221,99.5725,99.635
A10,plant_2,2,1553448717,187,20190324 12:31:57,12:31:57,1553448717,0.000357632,1.590727073,399.995,283.9300503,28.56646443,40.24386615,0.02369136,3.470271111,0.023601871,0.014759181,8.227917814,25.19190052,24.9123,3.163090278,51.96869857,1.675222173,3.223521503,1.487868105,-15.77155032,59.41954774,3.624406321,55.50032156,-0.041575104,0.046671696,3.481168061,0,0,1,0,53332.77443,MPF-2838-20190324-12_30_39,62.45,520.414,457.964,0.879999385,-0.793854925,MPF-2839-20190324-12_33_46,185.4997692,582.903,0.68176563,0.5,42.1071317,1.590727073,14.35359758,0.786928528,0.056631309,-0.107203085,DARK-2840-20190324-12_33_48,124.2,458.703,0.866362833,-0.157715275,0.763571794,-0.13644959,2839,300,300,300,7130.69,558.676,-0.00589618,-6.84857,49.9668,42.1071317,0.842702188,0.195404376,1553448717,399.995,400.453,16.6505,16.5576,500.07,100.411,0.199923,25.2299,24.9123,999.9,0,0,9985,0,6.13977,49.9668,0.899834,0.100166,0,183.986,4.99951,117.665,405.767,37.375,41.875,39.937,42.125,40.875,40.46,4.5,0,186.8000002,185.4997692,-12.48861539,-5.793435885,118.2599231,15,1553448618,12:30:17,50,0.245,0.138,400,17,0.52,0.36,400.0043333,-0.198701299,0.0177075,1,1.484868757,0.017739446,0-Jan,1,2,2,2/2,1.87864,1.88373,1.88166,1.8788,1.8785,1.88068,1.87969,1.87554,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.245,0.138,2,512.698,520.297,24.5339,30.0118,29.9989,30.0171,29.9617,20.3934,23.5077,27.0927,24.568,400.483,16.5545,99.6016,99.6706
A10,plant_2,3,1553448868,337.5,20190324 12:34:27,12:34:27,1553448868,0.000538127,1.650918827,399.968,315.875218,31.78144739,40.24235275,0.035245798,3.462970333,0.035047713,0.021922525,8.224561452,25.43504522,24.9992,3.179525938,51.00005024,1.671931876,3.278294566,1.507594062,-23.73140161,95.98023705,5.877778785,86.35117568,-0.041464421,0.046547445,3.473838273,0,0,1,0,53146.04887,MPF-2838-20190324-12_30_39,62.45,520.414,457.964,0.879999385,-0.793854925,MPF-2841-20190324-12_36_17,165.2984231,576.106,0.713076373,0.5,42.089489,1.650918827,15.00651008,0.777124349,0.058085137,-0.09666971,DARK-2842-20190324-12_36_19,128.4,447.706,0.917583363,-0.142066355,0.799771787,-0.121607812,2841,300,300,300,7131.02,548.484,-0.00589672,-7.5578,49.9458,42.089489,0.84270327,0.195406541,1553448868,399.968,400.461,16.6173,16.4775,500.038,100.414,0.199931,25.5133,24.9992,999.9,0,0,9958.12,0,6.13977,49.9458,0.899834,0.100166,0,164.87,4.99951,105.241,405.58,37.062,41.437,39.562,41.75,40.625,40.44,4.5,0,150,165.2984231,-3.757504264,-2.918598303,105.5106538,15,1553448771,12:32:50,51,0.376,0.141,401,17,0.56,0.12,400.002381,-0.010909091,0.014089767,1,1.50823907,-0.008257189,0-Jan,1,2,2,2/2,1.87866,1.88377,1.8817,1.87881,1.87851,1.88077,1.87971,1.8756,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.376,0.141,2,514.054,521.867,23.9258,29.493,29.9981,29.6302,29.6162,20.3871,24.0723,27.0927,24.188,400.592,16.4699,99.7184,99.7829
A10,plant_2,4,1553449018,488,20190324 12:36:58,12:36:58,1553449018,0.000719062,5.045882192,399.971,221.3312414,22.26815701,40.24111991,0.047501837,3.468184667,0.047143333,0.029496568,16.52520215,25.43057538,24.9607,3.172235132,51.10100843,1.674624832,3.277087641,1.4976103,-31.71065337,102.1641081,6.245665626,93.22432249,-0.041543462,0.046636175,3.479073323,0,0,1,0,53244.3129,MPF-2838-20190324-12_30_39,62.45,520.414,457.964,0.879999385,-0.793854925,MPF-2843-20190324-12_38_47,167.3978462,549.587,0.695411561,0.5,84.44098714,5.045882192,29.36061936,0.773648212,0.069157613,-0.053081678,DARK-2844-20190324-12_38_49,124.4,425.187,0.898873093,-0.073666588,0.784561948,-0.063701514,2843,300,300,300,7136,521.57,-0.00586331,-6.33389,100.185,84.44098714,0.842850598,0.195701196,1553449018,399.971,401.38,16.6447,16.4579,500.038,100.41,0.200094,25.5071,24.9607,999.9,0,0,9977.5,0,6.13977,100.185,0.900001,0.0999989,0,167.033,4.99951,208.103,852.503,36.812,41.125,39.312,41.5,40.375,85.67,9.52,0,149.9000001,167.3978462,-3.165675218,-7.125538424,208.4059231,15,1553448918,12:35:18,52,0.37,0.138,401,16,0.43,0.2,399.954381,-0.337246753,0.021656355,1,1.495820446,0.003021788,0.00145753,1,2,2,2/2,1.87864,1.88372,1.88169,1.87879,1.87851,1.88068,1.87968,1.87558,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.37,0.138,2,514.844,522.282,24.1194,28.9782,29.9989,29.172,29.1822,20.4237,24.0723,26.7212,24.1301,401.49,16.4661,99.8215,99.8838
A10,plant_2,5,1553449169,638.5,20190324 12:39:28,12:39:28,1553449169,0.000939442,5.248317013,400.03,254.7946911,25.6322621,40.24288639,0.061723411,3.47888696,0.06112142,0.038254484,16.48000892,25.50474512,24.9917,3.178104503,50.56276741,1.669129621,3.301104166,1.508974882,-41.42938248,119.7343164,7.302934305,102.0878772,-0.041705856,0.046818477,3.489818181,0,0,1,0,53421.70656,MPF-2838-20190324-12_30_39,62.45,520.414,457.964,0.879999385,-0.793854925,MPF-2845-20190324-12_41_18,162.9875769,549.551,0.703416831,0.5,84.21118003,5.248317013,29.61778071,0.76271538,0.071750235,-0.053019647,DARK-2846-20190324-12_41_20,130.4,419.151,0.922253372,-0.074707575,0.793600143,-0.063622905,2845,300,300,300,7136.39,518.962,-0.00586378,-7.75055,99.9125,84.21118003,0.842849293,0.195698587,1553449169,400.03,401.516,16.5918,16.3477,499.964,100.4,0.199671,25.6301,24.9917,999.9,0,0,10017.5,0,6.13977,99.9125,0.900055,0.099945,0,162.784,4.99951,202.227,850.091,36.687,40.875,39.062,41.25,40.25,85.43,9.49,0,150,162.9875769,-0.808307705,-2.344239314,202.4237308,15,1553449070,12:37:49,53,0.42,0.14,401,16,0.56,0.25,399.9897619,0.402233766,0.02265666,1,1.510124246,-0.001275806,0-Jan,1,2,2,2/2,1.87865,1.88372,1.88168,1.87879,1.87851,1.88068,1.8797,1.8756,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.42,0.14,2,515.007,521.865,24.2785,28.546,29.9993,28.7473,28.7639,20.4147,24.6634,26.7212,24.2779,401.455,16.3603,99.9049,99.9645
A10,plant_2,6,1553449319,789,20190324 12:41:59,12:41:59,1553449319,0.001288929,10.56124727,399.971,194.4944201,19.56507712,40.23489956,0.08623069,3.459850511,0.085054297,0.053263293,33.01737495,25.43547169,24.925,3.165487625,51.04871551,1.677756009,3.286578305,1.487731616,-56.84178836,117.6615222,7.210879546,101.0479884,-0.041417154,0.046494384,3.470706062,0,0,1,0,53079.89548,MPF-2838-20190324-12_30_39,62.45,520.414,457.964,0.879999385,-0.793854925,MPF-2847-20190324-12_43_48,173.6061154,484.272,0.641511144,0.5,168.5850014,10.56124727,54.07457855,0.751792381,0.067355352,0.074631612,DARK-2848-20190324-12_43_50,120.2,364.072,0.853308919,0.090306686,0.736485732,0.078918867,2847,300,300,300,7145.87,466.476,-0.00579714,0.148621,200,168.5850014,0.842925007,0.195850014,1553449319,399.971,402.897,16.6784,16.3436,500.083,100.394,0.200542,25.5558,24.925,999.9,0,0,9948.75,0,6.13977,200,0.900013,0.0999869,0,173.827,4.99951,424.527,1740.41,36.625,40.687,38.937,41.062,40.125,175.5,19.5,0,150,173.6061154,0.224376064,0.671589741,424.4840769,15,1553449238,12:40:38,54,0.49,0.134,403,16,0.52,0.15,399.9550952,0.028831169,0.007558689,1,1.488676897,-0.003201851,0-Jan,1,2,2,2/2,1.87858,1.8837,1.8816,1.87875,1.87849,1.88067,1.87965,1.87552,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.49,0.134,2,515.296,521.15,24.3304,28.2044,29.9993,28.3861,28.3982,20.4766,24.5695,26.3505,24.3811,402.894,16.2711,99.9703,100.028
A10,plant_2,7,1553449470,939.5,20190324 12:44:29,12:44:29,1553449470,0.001454085,10.50795402,400.005,215.1327378,21.64295644,40.24162421,0.096057707,3.477076879,0.094607454,0.059258134,33.01814534,25.54123635,25.0081,3.181213427,50.45576235,1.672280153,3.314349195,1.508933274,-64.12515048,129.2510283,7.890818859,106.034842,-0.041678375,0.046787627,3.488000896,0,0,1,0,53375.95642,MPF-2838-20190324-12_30_39,62.45,520.414,457.964,0.879999385,-0.793854925,MPF-2849-20190324-12_46_19,172.2391154,497.346,0.653683521,0.5,168.5891868,10.50795402,55.10198665,0.731776268,0.067037567,0.046382197,DARK-2850-20190324-12_46_21,133.4,363.946,0.893283302,0.059605079,0.747550873,0.050370772,2849,300,300,300,7146.28,472.474,-0.00579759,-0.150299,200.005,168.5891868,0.842924861,0.195849722,1553449470,400.005,402.935,16.6226,16.2448,499.978,100.403,0.199803,25.6976,25.0081,999.9,0,0,10010.6,0,6.13977,200.005,0.900013,0.0999869,0,172.169,4.99951,420.171,1740.45,36.562,40.562,38.812,40.937,40.125,175.51,19.5,0,150,172.2391154,-0.941230767,-2.073572653,420.8163077,15,1553449368,12:42:47,55,0.542,0.13,403,16,0.64,0.2,399.9909048,-0.277090909,0.022313576,1,1.511339026,-0.004376064,0.000789465,1,2,2,2/2,1.87865,1.8837,1.88162,1.87876,1.87851,1.88066,1.87962,1.87549,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.542,0.13,2,514.914,520.549,24.201,27.9268,29.9996,28.0826,28.0902,20.4804,24.8282,25.9776,24.1956,402.977,16.2326,100.023,100.079
