species,rep,obs,time,elapsed,date,hhmmss,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_?F,Qin,Qabs,alpha,convert,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,Ci:MN,Ci:SLP,Ci:SD,Ci:OK,Stable,Total,State,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
ME034,Leaf_1,28,1537289042,1029.5,20180918 11:44:01,11:44:01,1537289042,0.002027962,25.80610828,481.785,161.4479188,15.93762643,47.56028698,0.134624221,3.418844564,0.131747056,0.082595291,129.9201645,25.55771892,24.9862,3.177062471,52.20594487,1.695027167,3.246808713,1.482035304,-89.43313303,67.22031804,4.165988598,111.8733381,-0.040846942,0.04585427,3.432822134,6,3,1,0,52374.50138,0,133.2423077,597.609,464.3666923,0.777040996,-1.248301015,MPF-260-20180918-11_44_03,238.3666538,346.442,0.311957979,0.5,673.2300082,25.80610828,105.0097364,0.571068173,0.040185982,0.724990042,DARK-261-20180918-11_44_05,148.6,197.842,0.546270995,0.55938077,0.506920742,0.54088074,260,300,300,300,7154.45,334.172,-0.0053591,0.676086,800.045,673.2300082,0.841490176,0.192980353,1537289042,481.785,500.118,17.1706,15.8063,200.439,98.5167,0.200128,25.3509,24.9862,999.9,0,0,9998.75,0,6.25347,800.045,0.950013,0.0499867,0,238.482,4.99951,2340.74,7182.8,39.875,42.562,41.5,42.625,42.75,755.3,39.74,0,84.89999986,238.3666538,-0.502324789,-4.913504266,2341.455385,15,1537289060,11:44:20,7,0.727,0.126,500,16,0.17,0.04,133.4787139,91.00938772,4.838191046,1,1,1,1-Jan,1.8785,1.8837,1.88154,1.87866,1.87836,1.88064,1.87958,1.87546,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.727,0.126,2,170.487,465.533,21.9252,26.581,29.9998,26.599,26.5403,17.4837,26.873,12.6572,22.671,500,15.739,99.7278,100.137
ME034,Leaf_1,29,1537289158,1146,20180918 11:45:58,11:45:58,1537289158,0.002020842,25.99333641,581.545,250.1910298,24.70017297,57.41317784,0.131953984,3.408574151,0.129180417,0.080982099,129.92479,25.48354723,24.9775,3.175414776,51.63507851,1.668891184,3.232088014,1.506523592,-89.11912941,54.57762574,3.391195034,98.77448134,-0.040692027,0.045680365,3.42249871,6,3,1,0,52197.41431,0,133.2423077,597.609,464.3666923,0.777040996,-1.248301015,MPF-262-20180918-11_45_59,240.0113846,352.726,0.319552898,0.5,673.2543667,25.99333641,107.5701919,0.570204635,0.040462623,0.694258433,DARK-263-20180918-11_46_01,151.6,201.126,0.560417924,0.549053943,0.513544374,0.527348331,262,300,300,300,7154.89,338.953,-0.00535935,0.694672,800.074,673.2543667,0.841490121,0.192980241,1537289158,581.545,600.138,16.9044,15.5448,200.48,98.5249,0.200354,25.2745,24.9775,999.9,0,0,9960,0,6.25347,800.074,0.950013,0.0499867,0,239.85,4.99951,2355.04,7183.07,39.75,42.5,41.437,42.625,42.625,755.33,39.74,0,115.8,240.0113846,-0.071999999,-7.764102561,2355.668462,15,1537289123,11:45:23,8,0.835,0.114,600,15,0.13,0.05,250.6918881,57.26403437,4.584991974,1,1,1,1-Jan,1.87851,1.88368,1.88151,1.87866,1.87837,1.88061,1.87958,1.87546,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.835,0.114,2,170.454,464.748,23.0878,26.5917,30.0002,26.6094,26.5492,20.196,28.4528,12.3225,23.0908,600,15.5718,99.7375,100.139
ME034,Leaf_1,30,1537289254,1241.5,20180918 11:47:33,11:47:33,1537289254,0.00160757,26.25728024,681.34,258.7752553,25.54920909,67.26956214,0.103757448,3.417204216,0.102038506,0.063926134,129.9271699,25.60150397,25.0687,3.192724344,51.76491961,1.675607842,3.236956329,1.517116502,-70.89382297,42.57516329,2.640284725,104.248795,-0.040822186,0.04582648,3.431173315,6,3,1,0,52353.32654,0,133.2423077,597.609,464.3666923,0.777040996,-1.248301015,MPF-264-20180918-11_47_35,241.306,354.494,0.319294544,0.5,673.2669592,26.25728024,107.4852333,0.575169114,0.0408539,0.685808505,DARK-265-20180918-11_47_37,150.6,203.894,0.555131588,0.543870481,0.511580268,0.523540995,264,300,300,300,7155.18,342.322,-0.00535961,0.830383,800.089,673.2669592,0.841490083,0.192980167,1537289254,681.34,700.061,16.9714,15.8898,200.458,98.5309,0.200368,25.2998,25.0687,999.9,0,0,9991.25,0,6.25347,800.089,0.950013,0.0499867,0,241.334,4.99951,2365.83,7183.2,39.687,42.5,41.375,42.562,42.625,755.35,39.74,0,95.29999995,241.306,-0.589128209,-13.65743591,2366.744615,15,1537289215,11:46:55,9,0.788,0.117,700,16,0.08,0.1,254.4810555,84.07666714,4.806016956,1,1,1,1-Jan,1.87851,1.8837,1.88156,1.87867,1.8784,1.88064,1.87958,1.87547,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.788,0.117,2,170.415,465.035,22.4496,26.5922,30.0003,26.6117,26.5515,22.8641,26.6244,12.3225,22.3802,700,15.9082,99.7472,100.138
ME034,Leaf_1,31,1537289349,1337.1,20180918 11:49:09,11:49:09,1537289349,0.001519041,26.31036144,781.251,336.4386887,33.21718992,77.13430029,0.0990389,3.414680537,0.097470335,0.061057819,129.9328174,25.47763684,24.971,3.174184226,52.1375298,1.673256808,3.209313548,1.500927418,-66.9897128,34.00183989,2.107605499,99.05255,-0.040784109,0.045783735,3.428636607,6,3,1,0,52331.76388,0,133.2423077,597.609,464.3666923,0.777040996,-1.248301015,MPF-266-20180918-11_49_11,242.1113846,358.801,0.325220987,0.5,673.2941273,26.31036144,109.4846903,0.585842849,0.04093109,0.665572281,DARK-267-20180918-11_49_12,148.6,210.201,0.555133493,0.531855709,0.517335928,0.514265997,266,300,300,300,7155.42,343.192,-0.00535978,0.76532,800.121,673.2941273,0.841490384,0.192980767,1537289349,781.251,800.079,16.9475,15.925,200.372,98.5314,0.200378,25.1557,24.971,999.9,0,0,9981.88,0,6.25347,800.121,0.950013,0.0499867,0,242.003,4.99951,2372.75,7183.49,39.625,42.437,41.312,42.562,42.562,755.38,39.75,0,95.0999999,242.1113846,-1.972991444,-16.39487177,2374.161923,15,1537289314,11:48:33,10,1.019,0.129,800,16,0.05,0.1,334.3321799,-12.35847113,4.678273323,1,1,1,1-Jan,1.87851,1.8837,1.88154,1.87866,1.87838,1.88065,1.87958,1.87547,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.019,0.129,2,170.617,464.536,22.4525,26.59,29.9999,26.6117,26.5515,25.4687,26.6208,12.3225,22.4697,800,15.9388,99.7573,100.145
ME034,Leaf_1,32,1537289464,1451.6,20180918 11:51:03,11:51:03,1537289464,0.001343446,25.95629116,881.433,382.0281914,37.71564495,87.01926931,0.08691599,3.418054715,0.085706571,0.053673867,129.8970848,25.51982468,24.9973,3.179165788,52.01594338,1.669662911,3.209906045,1.509502878,-59.24596393,29.76027777,1.843143712,102.2545423,-0.040835021,0.045840888,3.432028206,6,3,1,0,52393.75244,0,133.2423077,597.609,464.3666923,0.777040996,-1.248301015,MPF-268-20180918-11_51_05,241.9258462,355.667,0.319796759,0.5,673.1059763,25.95629116,107.6285548,0.561949801,0.040416507,0.68024866,DARK-269-20180918-11_51_07,155.8,199.867,0.56908421,0.54761673,0.511369276,0.521014974,268,300,300,300,7155.61,344.257,-0.00535998,0.866028,799.897,673.1059763,0.841490812,0.192981625,1537289464,881.433,900.014,16.9123,16.0081,200.402,98.5249,0.199869,25.1588,24.9973,999.9,0,0,9995,0,6.25347,799.897,0.949999,0.0500012,0,241.929,4.99951,2369.52,7181.44,39.562,42.437,41.25,42.562,42.5,755.15,39.75,0,113.9000001,241.9258462,-1.28916239,-13.35521369,2371.273846,15,1537289427,11:50:26,11,1.099,0.13,900,16,0.12,0.06,375.2098214,57.19329933,4.542544599,1,1,1,1-Jan,1.87851,1.8837,1.88156,1.87866,1.87837,1.88062,1.87958,1.87546,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.099,0.13,2,170.535,464.602,22.6331,26.5832,30,26.6091,26.5515,28.0446,26.3493,12.3225,22.6328,900,15.9741,99.7718,100.146
ME034,Leaf_1,33,1537289575,1562.6,20180918 11:52:54,11:52:54,1537289575,0.001146368,26.26475445,981.467,389.9361542,38.49602452,96.89426665,0.073919157,3.423766963,0.073043869,0.045730195,129.9009263,25.5528211,25.0201,3.183489932,52.12836026,1.672195579,3.207842277,1.511294354,-50.55485083,23.60805373,1.459766626,104.4138958,-0.04092126,0.0459377,3.437769965,6,3,1,0,52501.74312,0,133.2423077,597.609,464.3666923,0.777040996,-1.248301015,MPF-270-20180918-11_52_56,242.0196538,360.345,0.328366832,0.5,673.1261422,26.26475445,110.5161495,0.56153131,0.040873551,0.658435666,DARK-271-20180918-11_52_58,158,202.345,0.584770299,0.539715975,0.521021327,0.510941038,270,300,300,300,7155.85,345.42,-0.00536017,0.388153,799.921,673.1261422,0.841490775,0.19298155,1537289575,981.467,1000.23,16.9381,16.1661,200.282,98.524,0.199917,25.148,25.0201,999.9,0,0,10016.2,0,6.25347,799.921,0.949999,0.0500012,0,242.008,4.99951,2369.47,7181.65,39.5,42.375,41.187,42.5,42.437,755.17,39.75,0,110.3,242.0196538,-1.037435898,-13.82632481,2371.444615,15,1537289536,11:52:15,12,1.191,0.13,1000,16,0.14,0.1,394.6411827,66.12705751,4.853449514,1,1,1,1-Jan,1.87851,1.88369,1.88152,1.87866,1.87836,1.88063,1.87958,1.87546,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.191,0.13,2,170.447,464.241,22.5047,26.57,30.0001,26.5982,26.5426,30.5896,25.585,12.4183,22.4944,1000,16.1075,99.7844,100.153
ME034,Leaf_1,34,1537289694,1682.1,20180918 11:54:54,11:54:54,1537289694,0.001107138,25.41740072,1081.59,488.0966279,48.18678804,106.7787506,0.071568778,3.427180203,0.070748742,0.044290858,129.902819,25.51668034,24.994,3.178540351,52.24755814,1.671572822,3.199331953,1.506967529,-48.82477698,20.21341562,1.248175586,102.5396333,-0.040972821,0.045995581,3.441200848,6,3,1,0,52573.02261,0,133.2423077,597.609,464.3666923,0.777040996,-1.248301015,MPF-272-20180918-11_54_56,241.5380385,356.432,0.322344687,0.5,673.1362103,25.41740072,108.4909406,0.561767743,0.039614125,0.676642389,DARK-273-20180918-11_54_57,156.2,200.232,0.573804195,0.546379888,0.514781666,0.519367569,272,300,300,300,7156.06,344.744,-0.0053603,0.669098,799.933,673.1362103,0.841490738,0.192981475,1537289694,1081.59,1099.82,16.9318,16.1863,200.305,98.5242,0.19967,25.1034,24.994,999.9,0,0,10028.8,0,6.25347,799.933,0.949999,0.0500012,0,241.309,4.99951,2364.21,7181.76,39.5,42.312,41.187,42.5,42.375,755.19,39.75,0,119.3,241.5380385,-2.11538461,-12.41709402,2365.946923,15,1537289649,11:54:09,13,1.355,0.14,1100,16,0.15,0.11,486.8904539,-53.79248465,4.493890143,1,1,1,1-Jan,1.87851,1.8837,1.88155,1.87866,1.87836,1.88064,1.87958,1.87547,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.355,0.14,2,170.608,463.975,22.4581,26.5586,30,26.587,26.5331,33.0976,25.4489,12.4228,22.4579,1100,16.2026,99.7949,100.155
ME034,Leaf_1,35,1537289809,1797.1,20180918 11:56:49,11:56:49,1537289809,0.00097171,26.01400835,1181.47,489.6997129,48.35036844,116.6521203,0.0625861,3.417308546,0.061956223,0.038778703,129.9034686,25.52943863,25.007,3.181004818,52.27324695,1.670512627,3.195731516,1.510492191,-42.8524119,14.27813022,0.884193181,102.2133801,-0.04082376,0.045828247,3.431278183,6,3,1,0,52393.16076,0,133.2423077,597.609,464.3666923,0.777040996,-1.248301015,MPF-274-20180918-11_56_51,241.2720769,357.299,0.324733411,0.5,673.1395763,26.01400835,109.2954554,0.556673822,0.040500233,0.672573951,DARK-275-20180918-11_56_52,158.4,198.899,0.583345935,0.547142704,0.517846273,0.51750051,274,300,300,300,7156.24,344.204,-0.00536055,0.597504,799.937,673.1395763,0.841490738,0.192981475,1537289809,1181.47,1200.08,16.9192,16.2647,200.249,98.5347,0.200029,25.0845,25.007,999.9,0,0,9991.25,0,6.25347,799.937,0.949999,0.0500012,0,241.316,4.99951,2360.49,7181.8,39.437,42.312,41.125,42.437,42.375,755.19,39.75,0,114.3,241.2720769,-1.233641027,-15.78051281,2362.877692,15,1537289768,11:56:08,14,1.205,0.14,1200,16,0.13,0.17,494.5175435,-14.1367383,4.10623046,1,1,1,1-Jan,1.87851,1.8837,1.88156,1.87866,1.87839,1.88065,1.87958,1.87549,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.205,0.14,2,170.576,463.819,22.4935,26.5518,30.0001,26.5803,26.5269,35.5609,25.1379,12.4349,22.493,1200,16.2304,99.8105,100.16
ME034,Leaf_1,36,1537289930,1917.6,20180918 11:58:49,11:58:49,1537289930,0.000829709,25.52078247,1281.84,490.6042594,48.43780498,126.5572297,0.053488035,3.424990151,0.053028273,0.033183649,129.9460134,25.53796234,25.0052,3.180663485,52.44839677,1.673844356,3.191411862,1.506819129,-36.59016967,10.45108071,0.645666621,104.4525911,-0.040939735,0.045958439,3.438999475,6,3,1,0,52539.81364,0,133.2423077,597.609,464.3666923,0.777040996,-1.248301015,MPF-276-20180918-11_58_51,240.4542692,357.205,0.326845175,0.5,673.3608007,25.52078247,110.0423644,0.569434918,0.039754443,0.673014096,DARK-277-20180918-11_58_53,153.8,203.405,0.573981617,0.541683472,0.521295442,0.517702936,276,300,300,300,7156.45,343.529,-0.00536064,0.231201,800.2,673.3608007,0.841490628,0.192981257,1537289930,1281.84,1300.04,16.9536,16.3952,200.405,98.5311,0.19981,25.0618,25.0052,999.9,0,0,10020,0,6.25347,800.2,0.949999,0.0500012,0,239.817,4.99951,2353.45,7184.18,39.437,42.25,41.062,42.437,42.312,755.44,39.76,0,119.9000001,240.4542692,-1.35162393,-15.17504273,2354.487308,15,1537289885,11:58:04,15,1.397,0.141,1300,16,0.22,0.18,454.0473425,213.4586246,11.50547746,0,0,1,0/1,1.87851,1.8837,1.88156,1.87866,1.87839,1.88064,1.87958,1.87549,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.397,0.141,2,170.439,463.411,22.4073,26.5451,30.0002,26.5736,26.5202,37.9998,24.5988,12.6374,22.4753,1300,16.3537,99.8207,100.167
ME034,Leaf_1,37,1537290050,2038.1,20180918 12:00:50,12:00:50,1537290050,0.000716824,26.89409811,1481.3,519.5782692,51.30389195,146.2656536,0.046231624,3.41952305,0.045887168,0.028710214,129.9124227,25.55324059,24.999,3.179488025,52.51560694,1.674920949,3.189377495,1.504567076,-31.61193255,9.60480832,0.594282151,108.4995807,-0.040857183,0.045865767,3.433504125,6,3,1,0,52440.32769,0,133.2423077,597.609,464.3666923,0.777040996,-1.248301015,MPF-278-20180918-12_00_52,240.6295385,353.577,0.319442332,0.5,673.1866252,26.89409811,107.5221528,0.567845194,0.041804751,0.69018064,DARK-279-20180918-12_00_53,152.8,200.777,0.562551794,0.548621993,0.512617692,0.525515727,278,300,300,300,7156.64,342.95,-0.00536085,0.865173,799.993,673.1866252,0.841490645,0.192981289,1537290050,1481.3,1500.45,16.9627,16.48,200.29,98.5414,0.200012,25.0511,24.999,999.9,0,0,9998.75,0,6.25347,799.993,0.949999,0.0500012,0,240.238,4.99951,2353.3,7182.31,39.375,42.187,41.062,42.375,42.312,755.24,39.75,0,119.9000001,240.6295385,-2.670632476,-15.55521368,2355.763462,15,1537290011,12:00:11,16,1.489,0.143,1500,16,0.1,0.19,511.8828992,252.2415407,17.71141634,0,0,1,0/1,1.87851,1.8837,1.88156,1.87867,1.87846,1.88064,1.87958,1.8755,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.489,0.143,2,170.437,463.438,22.4117,26.5428,30,26.5696,26.5157,42.7758,24.4404,13.1694,22.4117,1500,16.4224,99.8283,100.17
ME034,Leaf_1,38,1537290171,2158.6,20180918 12:02:50,12:02:50,1537290171,0.000623514,26.31085153,1681.54,602.8445698,59.53123585,166.0530083,0.040307205,3.419101661,0.040045072,0.025051579,129.9128819,25.53653543,24.9901,3.177801336,52.73172079,1.678028681,3.182199738,1.499772655,-27.49696276,4.276470122,0.264570161,106.9569595,-0.040850822,0.045858626,3.433080559,6,3,1,0,52439.34955,0,133.2423077,597.609,464.3666923,0.777040996,-1.248301015,MPF-280-20180918-12_02_52,239.6612308,355.39,0.325638789,0.5,673.1891348,26.31085153,109.6082473,0.590309238,0.040938202,0.681558288,DARK-281-20180918-12_02_54,145.6,209.79,0.551641018,0.535872073,0.520954182,0.521611485,280,300,300,300,7156.73,341.29,-0.00536088,0.417664,799.996,673.1891348,0.841490626,0.192981252,1537290171,1681.54,1700.27,16.9926,16.573,200.411,98.5507,0.199855,25.0133,24.9901,999.9,0,0,9996.25,0,6.25347,799.996,0.949999,0.0500012,0,239.791,4.99951,2342.86,7182.33,39.375,42.25,41.062,42.375,42.312,755.25,39.75,0,119.9000001,239.6612308,-3.085401704,-15.83863246,2345.086923,15,1537290135,12:02:14,17,2.206,0.151,1700,16,0.15,0.21,473.0059344,1355.309777,74.06800253,0,0,1,0/1,1.87854,1.8837,1.88157,1.87869,1.87849,1.88066,1.87958,1.87553,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,2.206,0.151,2,170.597,463.391,22.4072,26.5473,30.0001,26.5736,26.518,47.4047,24.161,13.8304,22.4116,1700,16.5243,99.8407,100.171
ME034,Leaf_2,1,1537295637,0,20180918 13:33:57,13:33:57,1537295637,0.002410523,23.91795868,386.704,134.6954447,13.33576765,38.28633332,0.15926403,3.447086084,0.155286156,0.097402968,129.9147159,25.14110187,24.9866,3.177138245,52.70310245,1.677927983,3.183736639,1.499210263,-106.3040672,6.467207813,0.396864431,30.47472097,-0.041023477,0.046052446,3.444570082,6,3,1,0,52656.04636,0,133.2423077,597.609,464.3666923,0.777040996,-1.248301015,MPF-282-20180918-13_33_59,203.7209231,278.42,0.268296376,0.5,673.1961518,23.91795868,90.30804383,0.550319661,0.037383249,1.146429854,DARK-283-20180918-13_34_01,125.2,153.22,0.48752824,0.675662403,0.514535503,0.687364114,282,300,300,300,7163.89,270.711,-0.00536633,0.912537,800.004,673.1961518,0.841490982,0.192981965,1537295637,386.704,399.911,16.9476,15.6882,200.389,98.8066,0.20022,25.0214,24.9866,999.9,0,0,10012.5,0,6.23925,800.004,0.949993,0.0500073,0,203.417,4.99951,1988.07,7182.4,38.812,41.75,40.437,41.937,41.75,755.25,39.76,0,5466,203.7209231,-0.90851281,-6.090256417,1988.774615,15,1537295550,13:32:30,18,0.598,0.138,400,16,0.47,0.12,132.9885288,14.15214964,0.952010015,1,1,1,1-Jan,1.87857,1.8837,1.88162,1.87878,1.87849,1.88065,1.87959,1.87556,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.598,0.138,2,170.553,454.611,22.4845,27.1008,30.0002,27.151,27.1082,14.7588,29.4754,10.1175,22.4836,400,15.7599,99.8646,100.082
ME034,Leaf_2,2,1537295732,95,20180918 13:35:32,13:35:32,1537295732,0.002236536,18.98963474,289.758,74.93585713,7.418927194,28.68711439,0.147400719,3.454188712,0.143993386,0.090295442,129.9136071,25.18798804,25.0169,3.182882725,52.83388963,1.682924312,3.185312162,1.499958413,-98.63124963,2.38364444,0.146001487,33.81200342,-0.041130235,0.046172291,3.451666162,6,3,1,0,52785.86086,0,133.2423077,597.609,464.3666923,0.777040996,-1.248301015,MPF-284-20180918-13_35_34,201.8400769,264.156,0.235905764,0.5,673.1902763,18.98963474,79.40473332,0.515437847,0.030062727,1.262333621,DARK-285-20180918-13_35_35,128,136.156,0.45768033,0.710065182,0.476007681,0.718081218,284,300,300,300,7163.56,256.602,-0.00536609,1.0833,799.997,673.1902763,0.841491001,0.192982002,1537295732,289.758,300.198,16.9986,15.8298,200.327,98.8042,0.199501,25.0297,25.0169,999.9,0,0,10038.8,0,6.25347,799.997,0.949993,0.0500073,0,201.465,4.99951,1968.19,7182.33,38.937,41.812,40.562,42,41.875,755.24,39.76,0,94.5,201.8400769,-1.925196584,-24.74427352,1971.413462,15,1537295702,13:35:02,19,0.52,0.115,300,16,0.44,0.13,74.35465184,79.29077117,4.891294563,1,1,1,1-Jan,1.87859,1.8837,1.88167,1.8788,1.87851,1.88065,1.87959,1.87559,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.52,0.115,2,170.529,454.406,22.3678,27.0871,30.0001,27.135,27.0882,11.908,28.44,9.70745,22.3498,300,15.8153,99.8781,100.088
ME034,Leaf_2,3,1537295833,195.5,20180918 13:37:12,13:37:12,1537295833,0.002682513,14.24332151,192.027,59.54921707,5.896066059,19.01290954,0.180484038,3.441085711,0.175385177,0.110061849,129.9118488,25.12627107,24.9552,3.171194782,53.06318734,1.694019972,3.192458005,1.47717481,-118.2988395,20.79632262,1.278498599,33.68783046,-0.04093336,0.045951283,3.438575235,6,3,1,0,52537.1202,0,133.2423077,597.609,464.3666923,0.777040996,-1.248301015,MPF-286-20180918-13_37_14,201.7812692,250.226,0.193603905,0.5,673.1810348,14.24332151,65.1652386,0.533221967,0.023012565,1.388276998,DARK-287-20180918-13_37_16,116.8,133.426,0.363083138,0.722496875,0.414115248,0.748079063,286,300,300,300,7163.33,245.558,-0.00536581,0.604813,799.986,673.1810348,0.84149102,0.192982039,1537295833,192.027,199.873,17.1093,15.7076,200.328,98.8116,0.200047,25.0673,24.9552,999.9,0,0,9990,0,6.16819,799.986,0.949993,0.0500073,0,201.542,4.99951,1969.25,7182.23,39,41.875,40.687,42.125,42,755.23,39.76,0,99.89999986,201.7812692,-2.60399999,-27.5220513,1972.462308,15,1537295807,13:36:46,20,0.298,0.115,200,16,0.32,0.06,52.04767423,85.56791702,4.495069122,1,1,1,1-Jan,1.87862,1.8837,1.8817,1.87878,1.87851,1.88065,1.87961,1.87556,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.298,0.115,2,170.487,453.509,22.8213,27.0753,30.0001,27.1213,27.0714,8.97826,28.6343,9.33635,22.8431,200,15.6065,99.8896,100.094
ME034,Leaf_2,4,1537295914,277,20180918 13:38:34,13:38:34,1537295914,0.003185292,6.012291829,96.633,48.35103209,4.787561912,9.568285313,0.21296995,3.44018906,0.205907251,0.129307076,129.9087436,25.16415428,25.0114,3.181839324,52.39537507,1.687760256,3.221200829,1.494079068,-140.4713818,38.28048634,2.356438631,30.07428681,-0.0409199,0.045936172,3.437679409,6,3,1,0,52494.1389,0,133.2423077,597.609,464.3666923,0.777040996,-1.248301015,MPF-288-20180918-13_38_36,209.3374615,244.75,0.144688615,0.5,673.1673007,6.012291829,48.69982212,0.483554648,0.010785718,1.441711951,DARK-289-20180918-13_38_37,126.4,118.35,0.299218745,0.748837565,0.317579332,0.759871468,288,300,300,300,7163.1,240.065,-0.00536561,0.345276,799.97,673.1673007,0.841490682,0.192981364,1537295914,96.633,99.9943,17.0452,15.38,200.247,98.8162,0.200547,25.2178,25.0114,999.9,0,0,9986.25,0,6.19662,799.97,0.949993,0.0500073,0,209.073,4.99951,2040.5,7182.08,39.125,41.937,40.75,42.125,42.062,755.22,39.75,0,80.89999986,209.3374615,-2.541264964,-21.53709402,2043.129231,15,1537295807,13:36:46,20,0.298,0.115,200,16,0.32,0.06,55.83686101,-94.07817187,4.788328587,1,1,1,1-Jan,1.87857,1.8837,1.88163,1.87878,1.8785,1.88065,1.87959,1.87556,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.298,0.115,2,170.473,453.457,22.9501,27.071,29.9999,27.1121,27.0635,5.97658,29.0543,8.54838,22.9511,100,15.4129,99.8964,100.097
ME034,Leaf_2,5,1537296011,374,20180918 13:40:11,13:40:11,1537296011,0.003550632,4.289994513,47.6552,17.42211228,1.725191601,4.71896573,0.240881366,3.446532844,0.231904055,0.145718735,129.910502,25.15267637,25.0126,3.18206695,52.65910147,1.703345889,3.234665692,1.478721061,-156.5828565,51.15334949,3.144187875,27.6251829,-0.041015165,0.046043116,3.444017351,6,3,1,0,52599.14239,0,133.2423077,597.609,464.3666923,0.777040996,-1.248301015,MPF-290-20180918-13_40_13,215.5882692,241.345,0.106721626,0.5,673.1765422,4.289994513,35.9212475,0.496985643,0.008227107,1.476160683,DARK-291-20180918-13_40_14,121.4,119.945,0.214737845,0.748125298,0.238261696,0.767204035,290,300,300,300,7163.05,238.327,-0.0053655,0.290283,799.981,673.1765422,0.841490663,0.192981326,1537296011,47.6552,50.0245,17.2015,15.3474,200.441,98.8231,0.200002,25.2879,25.0126,999.9,0,0,10008.8,0,6.13977,799.981,0.949993,0.0500073,0,215.269,4.99951,2098.39,7182.18,39.187,42,40.812,42.25,42.125,755.23,39.75,0,96.5,215.5882692,-2.300205121,-21.6871795,2101.175769,15,1537295992,13:39:52,21,0.014,0.102,50,15,0.28,0.06,13.40678805,1.555410913,2.313734552,1,1,1,1-Jan,1.87859,1.8837,1.8816,1.8788,1.8785,1.88065,1.87959,1.87556,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.014,0.102,2,170.583,452.82,22.8518,27.0733,30.0001,27.1138,27.0597,4.48999,29.1922,8.17718,22.8484,50,15.2017,99.905,100.098
