species,rep,obs,time,elapsed,date,hhmmss,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_?F,Qin,Qabs,alpha,convert,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,?CO2,CO2_s_d,CO2_r_d,?H2O,CO2_a,CO2_b,H2O_a,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,CO2_s:MN,CO2_s:SLP,CO2_s:SD,CO2_s:OK,VPDleaf:MN,VPDleaf:SLP,VPDleaf:SD,VPDleaf:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_hum,AccH2O_des,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
ME034,plant_1,30,1572468695,3806,20191030 15:51:34,15:51:34,1572468695,0.002302189,19.62945876,393.703,176.2213783,17.50130407,39.10034061,0.15239028,3.427614145,0.148723951,0.093274528,241.6539455,25.43514823,24.9094,3.162543075,53.16503248,1.662541362,3.127133163,1.500001713,-101.5265371,-34.85130607,-2.146735433,103.1293669,-0.04116652,0.046213026,3.454076605,0,0,1,0,52892.19675,MPF-10471-20191030-14_52_32,78.03461538,614.3203846,536.2857692,0.872974075,-0.733984882,MPF-10528-20191030-15_55_58,218.3805,253.067,0.137064493,0.5,1261.1439,19.62945876,86.42902453,0.457060778,0.016146804,1.427500957,DARK-10529-20191030-15_56_00,137.4,115.667,0.299882421,0.75747105,0.198171899,0.673621053,10528,300,300,300,7128.4,246.812,-0.00482428,1.94279,1499.92,1261.1439,0.840807443,0.191614887,1572468695,393.703,400.028,16.7402,16.043,500.003,99.1145,0.199807,24.7208,24.9094,999.9,0,0,10016.2,0,4.37743,-6.35501,400.379,406.55,0.708139,392.535,400.028,16.5962,16.043,1.66028,1.5901,14.53,13.8632,1499.92,0.972996,0.0270039,0,218.076,4.99951,4007.31,13591,42.125,43.687,43.125,43.562,44.437,1454.55,40.37,0,82.29999995,218.3805,-1.893914528,-26.15760683,4010.358846,15,1572468717,15:51:56,77,1.168,0.144,400,16,0.73,0.15,393.7179524,-0.250441558,0.016626073,1,1.499171786,-0.000329845,0.000423534,1,2,2,2/2,2.96426,2.79158,0.0919977,0.0959196,0.0875902,0.0878058,21113.8,27275.9,23560.3,27836.9,31373.5,33680.9,37652.8,40276.6,1.99865,2.03525,0.0981018,0,23.2974,999.9,46.539,29.437,19.3667,62.3456,29.4111,1,-0.0469665,1.37212,20.1806,5.26431,12.0159,4.9996,3.288,9999,9999,9999,696.4,1.87838,1.88338,1.88126,1.87836,1.87819,1.88022,1.8792,1.87529,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.168,0.144,2,509.352,509.129,21.6007,26.5361,29.9999,26.54,26.5091,20.3601,24.1986,57.4117,21.6121,400,16.025,100.389,100.443
ME034,plant_1,31,1572468778,3889,20191030 15:52:57,15:52:57,1572468778,0.002180243,20.10823311,393.564,157.9692983,15.68967057,39.08917477,0.143452854,3.412407041,0.140184871,0.087902959,241.6475616,25.66365743,25.0324,3.185824828,53.05859466,1.678952183,3.164335946,1.506872645,-96.14871834,-20.88055963,-1.294001727,123.3242819,-0.040935551,0.045953742,3.438721031,0,0,1,0,52572.60073,MPF-10471-20191030-14_52_32,78.03461538,614.3203846,536.2857692,0.872974075,-0.733984882,MPF-10530-20191030-15_57_21,219.2176154,254.857,0.139840713,0.5,1261.1103,20.10823311,88.17728184,0.420851693,0.01652688,1.410451291,DARK-10531-20191030-15_57_23,147.6,107.257,0.332280267,0.770190025,0.201554711,0.67028328,10530,300,300,300,7128.21,248.114,-0.00482411,2.20039,1499.88,1261.1103,0.840807465,0.19161493,1572468778,393.564,400.021,16.9043,16.2442,500.048,99.1207,0.200312,24.9189,25.0324,999.9,0,0,9959.38,0,4.37743,-6.38303,400.402,406.626,0.650085,392.469,400.021,16.7503,16.2442,1.67457,1.61013,14.6627,14.0561,1499.88,0.972996,0.0270039,0,219.074,4.99951,4021.36,13590.8,42.125,43.687,43.187,43.562,44.437,1454.51,40.37,0,82.29999995,219.2176154,-1.873777782,-28.94119658,4024.718846,15,1572468796,15:53:15,78,1.095,0.154,400,16,0.16,0.14,393.6459524,-0.229246753,0.012845144,1,1.51630022,-0.039763623,0.00418901,1,2,2,2/2,2.96437,2.79159,0.0919925,0.0959256,0.0881938,0.0886152,21114.8,27275.7,23561.2,27836.9,31353.7,33651.4,37654.2,40276.8,1.9988,2.03565,0.103876,0,23.3257,999.9,46.514,29.457,19.3769,61.9656,29.1106,1,-0.0464151,1.64116,20.1776,5.25757,12.0159,4.99815,3.28733,9999,9999,9999,696.4,1.87843,1.88339,1.88126,1.87836,1.87817,1.88025,1.87923,1.8753,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.095,0.154,2,509.478,509.437,21.9294,26.5294,29.9998,26.5423,26.5113,20.3593,22.8463,57.4117,21.9349,400,16.276,100.393,100.443
ME034,plant_1,32,1572468857,3968,20191030 15:54:16,15:54:16,1572468857,0.002093277,20.29941859,393.601,146.0147906,14.50167488,39.09106545,0.137399001,3.428860939,0.134411977,0.08427045,241.6794813,25.66600237,25.0676,3.192515076,53.25536844,1.683771858,3.161694131,1.508743218,-92.31350104,-30.07619338,-1.855123859,117.434663,-0.041185477,0.046234306,3.455335585,0,0,1,0,52882.89174,MPF-10471-20191030-14_52_32,78.03461538,614.3203846,536.2857692,0.872974075,-0.733984882,MPF-10532-20191030-15_58_40,220.7867692,258.868,0.147106752,0.5,1261.2783,20.29941859,92.77127729,0.44527713,0.016676259,1.373102835,DARK-10533-20191030-15_58_42,143.6,115.268,0.330371229,0.755124265,0.210587392,0.662804059,10532,300,300,300,7128.07,251.246,-0.00482403,2.58905,1500.08,1261.2783,0.840807357,0.191614714,1572468857,393.601,400.107,16.9536,16.3198,499.999,99.1166,0.199879,24.9049,25.0676,999.9,0,0,10020.6,0,4.37743,-6.55786,400.335,406.745,0.631746,392.454,400.107,16.7976,16.3198,1.68018,1.61757,14.7146,14.1272,1500.08,0.973,0.0269998,0,220.293,4.99951,4047.03,13592.6,42.187,43.687,43.187,43.562,44.437,1454.71,40.37,0,78.5,220.7867692,-2.270153851,-33.74427353,4050.725385,15,1572468874,15:54:34,79,1.147,0.156,400,16,0.44,0.23,393.5365714,0.425142857,0.022578058,1,1.510013834,-0.019506844,0.002223271,1,2,2,2/2,2.96426,2.79169,0.0919868,0.0959386,0.0883742,0.0889136,21115.2,27275.4,23561.6,27837,31348,33640.7,37654.8,40277,1.99855,2.03593,0.10588,0,23.3281,999.9,46.514,29.467,19.3899,61.6256,29.1226,1,-0.0450686,2.14532,20.1723,5.26461,12.0159,4.99955,3.288,9999,9999,9999,696.5,1.87836,1.88339,1.88126,1.87836,1.87815,1.88023,1.87918,1.87527,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.147,0.156,2,509.283,509.611,21.4087,26.5227,30.0002,26.54,26.5091,20.356,22.8178,57.5824,21.3534,400,16.3453,100.395,100.444
ME034,plant_1,33,1572468935,4046.5,20191030 15:55:35,15:55:35,1572468935,0.002028211,20.4609414,393.48,136.4715735,13.55275368,39.07581178,0.133143416,3.418329347,0.130328071,0.081703034,241.6746934,25.58409496,24.9993,3.179544894,53.19022291,1.671824664,3.143105203,1.50772023,-89.44409454,-35.60462934,-2.201035955,114.4249335,-0.041025447,0.046054658,3.444701123,0,0,1,0,52703.09948,MPF-10471-20191030-14_52_32,78.03461538,614.3203846,536.2857692,0.872974075,-0.733984882,MPF-10534-20191030-15_59_58,222.2985385,258.98,0.141638202,0.5,1261.2531,20.4609414,89.32081067,0.413854352,0.016804657,1.372076549,DARK-10535-20191030-16_00_01,151.8,107.18,0.342241664,0.768269673,0.202721178,0.662595215,10534,300,300,300,7127.94,252.984,-0.00482393,2.66071,1500.05,1261.2531,0.840807373,0.191614747,1572468935,393.48,400.027,16.8347,16.2206,500.059,99.1083,0.199954,24.8061,24.9993,999.9,0,0,9982.5,0,4.37743,-6.46664,400.301,406.622,0.619162,392.413,400.027,16.6837,16.2206,1.66895,1.60759,14.6107,14.0318,1500.05,0.973,0.0269998,0,222.378,4.99951,4072.61,13592.3,42.187,43.687,43.187,43.562,44.437,1454.68,40.37,0,78,222.2985385,-2.05935043,-36.38324792,4075.949615,15,1572468959,15:55:59,80,1.067,0.151,400,16,0.78,0.17,393.5890952,0.038961039,0.007708405,1,1.510760626,-0.002471431,0.001040452,1,2,2,2/2,2.96441,2.79143,0.0919718,0.0959156,0.087926,0.0885108,21116.3,27276.3,23562.3,27837.2,31364.4,33655.8,37655.8,40277.5,1.99892,2.03575,0.105992,0,23.2577,999.9,46.478,29.487,19.3989,61.8856,29.1587,1,-0.0462221,1.97573,20.1742,5.26476,12.0159,4.99925,3.28783,9999,9999,9999,696.5,1.87836,1.88337,1.88126,1.87836,1.87812,1.88021,1.87916,1.8753,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.067,0.151,2,509.5,509.464,21.3196,26.5159,30.0002,26.5356,26.5069,20.3519,23.3066,57.4949,21.3115,400,16.2479,100.397,100.445
ME034,plant_1,34,1572469020,4131.5,20191030 15:57:00,15:57:00,1572469020,0.002029719,20.37934866,393.496,138.5897938,13.76150363,39.07283852,0.133748949,3.415977728,0.130906321,0.082066817,241.6730974,25.57415559,25.0101,3.181592746,53.47214436,1.679672512,3.14121031,1.501920234,-89.51062425,-39.42912516,-2.439148397,110.2941996,-0.040989743,0.046014578,3.442326554,0,0,1,0,52660.61599,MPF-10471-20191030-14_52_32,78.03461538,614.3203846,536.2857692,0.872974075,-0.733984882,MPF-10536-20191030-16_01_23,223.5008846,261.923,0.146692407,0.5,1261.2447,20.37934866,92.50751062,0.414331693,0.016740077,1.345423596,DARK-10537-20191030-16_01_26,153.4,108.523,0.354045828,0.764551529,0.20894259,0.657107469,10536,300,300,300,7127.89,253.758,-0.00482393,1.50003,1500.04,1261.2447,0.840807379,0.191614757,1572469020,393.496,400.018,16.9157,16.3012,500.064,99.0965,0.20016,24.796,25.0101,999.9,0,0,9975,0,4.37743,-6.5311,400.256,406.647,0.609495,392.42,400.018,16.7597,16.3012,1.67579,1.61539,14.674,14.1064,1500.04,0.973,0.0269998,0,223.6,4.99951,4094.74,13592.2,42.187,43.687,43.187,43.625,44.437,1454.67,40.37,0,84.60000014,223.5008846,-2.053777771,-27.30666665,4097.572308,15,1572469044,15:57:23,81,1.076,0.156,400,16,0.38,0.2,393.4771429,0.201818182,0.011937479,1,1.50263998,-0.007417064,0.001717877,1,2,2,2/2,2.96444,2.79157,0.0919644,0.095905,0.0882119,0.0888233,21117.6,27277.6,23563.5,27838.1,31356.3,33645.4,37658,40278.8,1.99898,2.03558,0.108283,0,23.2308,999.9,46.478,29.487,19.4031,62.1157,29.1346,1,-0.0476982,1.76883,20.1765,5.26491,12.0159,4.9994,3.288,9999,9999,9999,696.5,1.87837,1.88335,1.88126,1.87835,1.87815,1.88023,1.87915,1.87525,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.076,0.156,2,509.471,509.273,21.5004,26.507,29.9999,26.5289,26.5002,20.3528,23.0571,57.5551,21.4999,400,16.3526,100.403,100.448
ME034,plant_1,35,1572469114,4225,20191030 15:58:33,15:58:33,1572469114,0.002060796,20.67118,493.289,235.779032,23.40796098,48.97335258,0.135613013,3.418550692,0.132693678,0.083190605,241.6363897,25.59859831,25.0236,3.184154181,53.38215923,1.680072642,3.147254938,1.504081539,-90.8810849,-36.01239682,-2.226619649,112.5162883,-0.041028808,0.046058432,3.444924629,0,0,1,0,52702.70469,MPF-10471-20191030-14_52_32,78.03461538,614.3203846,536.2857692,0.872974075,-0.733984882,MPF-10538-20191030-16_02_57,225.482,264.825,0.148562258,0.5,1261.0515,20.67118,93.67232924,0.459265553,0.016974061,1.319722023,DARK-10539-20191030-16_02_59,143.2,121.625,0.323477903,0.741838808,0.210626474,0.651696175,10538,300,300,300,7127.86,256.782,-0.00482383,1.91107,1499.81,1261.0515,0.840807503,0.191615005,1572469114,493.289,499.969,16.9227,16.2987,499.987,99.0792,0.200031,24.8282,25.0236,999.9,0,0,9986.25,0,4.37743,-6.96964,501.485,508.252,0.624018,491.923,499.969,16.7667,16.2987,1.67669,1.61486,14.6823,14.1014,1499.81,0.972996,0.0270039,0,225.267,4.99951,4130.95,13590.1,42.187,43.75,43.187,43.625,44.437,1454.44,40.37,0,93,225.482,-1.051965818,-22.2259829,4133.978846,15,1572469132,15:58:51,82,1.366,0.156,500,16,0.21,0.17,492.9710476,0.491844156,0.027451214,1,1.50474736,0.002533861,0.001066516,1,2,2,2/2,2.96426,2.79154,0.108917,0.113227,0.0882256,0.0887998,20724,26754.9,23564.2,27838,31357.5,33647.7,37659,40279.2,1.99907,2.03585,0.108957,0,23.2334,999.9,46.478,29.497,19.4147,61.7257,29.1947,1,-0.0486128,1.85884,20.1756,5.26461,12.0159,4.9993,3.288,9999,9999,9999,696.5,1.87841,1.88339,1.88126,1.87836,1.87815,1.88028,1.87918,1.87529,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.366,0.156,2,509.455,509.382,21.5194,26.4936,30,26.52,26.4913,24.3733,22.9491,57.7481,21.4929,500,16.4027,100.406,100.449
ME034,plant_1,36,1572469195,4306,20191030 15:59:54,15:59:54,1572469195,0.001829524,21.72981395,592.992,285.4475555,28.34452265,58.8832339,0.119168904,3.422799466,0.116911017,0.073268685,241.6699054,25.62953747,25.053,3.189738655,53.25037668,1.67388525,3.143424243,1.515853405,-80.68199856,-45.24674737,-2.794226774,112.9469327,-0.041093345,0.04613088,3.449214888,0,0,1,0,52786.26341,MPF-10471-20191030-14_52_32,78.03461538,614.3203846,536.2857692,0.872974075,-0.733984882,MPF-10540-20191030-16_04_18,226.7363462,265.176,0.144959023,0.5,1261.2279,21.72981395,91.41318202,0.436600597,0.017811054,1.316651524,DARK-10541-20191030-16_04_20,149.4,115.776,0.332017463,0.750976718,0.205404347,0.651041673,10540,300,300,300,7127.76,258.996,-0.00482385,2.30849,1500.02,1261.2279,0.840807389,0.191614779,1572469195,592.992,600.019,16.8571,16.3031,499.995,99.0986,0.19993,24.8078,25.053,999.9,0,0,10000,0,4.31489,-7.0528,603.133,609.964,0.553013,591.6,600.019,16.7001,16.3031,1.67042,1.61562,14.6242,14.1085,1500.02,0.972996,0.0270039,0,226.452,4.99951,4150.68,13592,42.187,43.75,43.187,43.562,44.437,1454.65,40.37,0,80.5,226.7363462,-1.761196578,-37.73196583,4155.241538,15,1572469218,16:00:18,83,1.392,0.157,600,16,0.27,0.2,592.9799048,0.402233766,0.027875411,1,1.51588707,-0.003126418,0.000967847,1,2,2,2/2,2.96428,2.79156,0.124338,0.128983,0.0879857,0.0888358,20366,26280.8,23564.9,27839.2,31367.8,33648.4,37660.4,40280.6,1.99912,2.0364,0.11044,0,23.2384,999.9,46.411,29.507,19.3963,61.7557,29.2348,1,-0.0486941,2.17102,20.1723,5.26476,12.0159,4.9996,3.288,9999,9999,9999,696.6,1.87843,1.88339,1.88126,1.87837,1.87819,1.8803,1.87922,1.87531,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.392,0.157,2,509.383,509.668,21.3141,26.4824,30,26.5088,26.4804,28.2656,22.9432,57.6178,21.2858,600,16.3744,100.409,100.452
ME034,plant_1,37,1572469281,4392,20191030 16:01:20,16:01:20,1572469281,0.001781682,21.43698251,693.015,382.4768658,37.98418564,68.8240591,0.117262528,3.427715953,0.115078663,0.072116988,241.6699054,25.55812121,24.9861,3.177043528,53.61028577,1.677056057,3.128235624,1.499987471,-78.57219578,-47.93582882,-2.953843717,112.2080371,-0.041168068,0.046214763,3.454179408,0,0,1,0,52892.98467,MPF-10471-20191030-14_52_32,78.03461538,614.3203846,536.2857692,0.872974075,-0.733984882,MPF-10542-20191030-16_05_44,227.6303077,268.971,0.153699441,0.5,1261.2279,21.43698251,96.92501154,0.458677701,0.017578875,1.283965129,DARK-10543-20191030-16_05_46,145.6,123.371,0.335092463,0.736791904,0.216515529,0.643965222,10542,300,300,300,7127.75,260.724,-0.00482379,1.4357,1500.02,1261.2279,0.840807389,0.191614779,1572469281,693.015,699.998,16.8869,16.3474,499.992,99.1113,0.199767,24.7267,24.9861,999.9,0,0,10016.9,0,4.37743,-7.08722,704.811,711.631,0.53746,691.519,699.998,16.7279,16.3474,1.67348,1.62022,14.6526,14.1524,1500.02,0.973,0.0269998,0,227.487,4.99951,4167.55,13592,42.187,43.75,43.25,43.562,44.437,1454.65,40.37,0,85.29999995,227.6303077,-1.211213658,-28.85709403,4171.268077,15,1572469298,16:01:38,84,1.496,0.159,700,16,0.31,0.23,692.889,0.395376623,0.026226123,1,1.501735181,-0.002726589,0.000472265,1,2,2,2/2,2.96429,2.79154,0.138536,0.143446,0.0881089,0.0890274,20037.2,25846.1,23566.5,27841,31366.5,33644.3,37663,40283,1.99917,2.03723,0.110619,0,23.1684,999.9,46.478,29.497,19.4097,61.5557,29.347,1,-0.0512856,1.73301,20.1774,5.26506,12.0159,4.9998,3.288,9999,9999,9999,696.6,1.87839,1.88339,1.88126,1.87836,1.87814,1.88025,1.87916,1.87528,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.496,0.159,2,509.29,510.145,21.3942,26.469,29.9999,26.4954,26.469,32.044,23.1838,58.0227,21.3937,700,16.3566,100.416,100.459
ME034,plant_1,38,1572469367,4478.1,20191030 16:02:46,16:02:46,1572469367,0.001740084,21.1553424,792.968,475.4171482,47.21625756,78.75395631,0.113920089,3.434753695,0.111861911,0.070095516,241.6715014,25.63252528,25.0318,3.185710896,53.4472329,1.678629364,3.140722677,1.507081532,-76.73771016,-44.14558678,-2.716249048,118.0719554,-0.041275113,0.04633493,3.46128596,0,0,1,0,53013.0112,MPF-10471-20191030-14_52_32,78.03461538,614.3203846,536.2857692,0.872974075,-0.733984882,MPF-10544-20191030-16_07_10,228.1319231,269.288,0.152832941,0.5,1261.2363,21.1553424,96.37922633,0.441490152,0.017355453,1.281276494,DARK-10545-20191030-16_07_12,150.4,118.888,0.346175198,0.74373189,0.215191365,0.64337412,10544,300,300,300,7127.78,260.346,-0.00482384,1.98312,1500.03,1261.2363,0.840807384,0.191614768,1572469367,792.968,799.909,16.902,16.3751,499.988,99.1157,0.199728,24.7934,25.0318,999.9,0,0,10042.5,0,4.37743,-7.27484,806.261,813.225,0.52688,791.138,799.909,16.743,16.3751,1.67525,1.62303,14.669,14.1792,1500.03,0.973,0.0269998,0,227.558,4.99951,4175.92,13592.1,42.187,43.75,43.25,43.562,44.437,1454.66,40.37,0,85.5999999,228.1319231,-1.892034181,-30.93606832,4178.924615,15,1572469396,16:03:15,85,1.83,0.159,800,16,0.7,0.22,792.6013333,0.489506494,0.03860463,1,1.508627891,-0.012196055,0.001366665,1,2,2,2/2,2.96429,2.79173,0.151663,0.156851,0.0881729,0.089143,19732,25442.2,23566.5,27841.5,31364.6,33641.5,37662.6,40283.7,1.99925,2.0379,0.112779,0,23.1786,999.9,46.453,29.537,19.4409,61.4566,29.379,1,-0.051062,1.83633,20.1759,5.26431,12.0159,4.9995,3.288,9999,9999,9999,696.6,1.87838,1.88338,1.88126,1.87836,1.87815,1.88027,1.87921,1.87526,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.83,0.159,2,509.278,510.562,21.5684,26.46,30.0001,26.4887,26.4624,35.7321,22.952,58.0227,21.5512,800,16.3708,100.415,100.46
ME034,plant_1,39,1572469462,4573.1,20191030 16:04:21,16:04:21,1572469462,0.001743975,21.0437779,892.792,577.7672409,57.38249097,88.6700132,0.115205525,3.424997639,0.113095223,0.070870897,241.6699054,25.61880068,25.0235,3.184135201,53.86411979,1.690197887,3.137891965,1.493937314,-76.90930382,-45.27580551,-2.793396833,116.6913992,-0.041126748,0.046168378,3.451434533,0,0,1,0,52833.06381,MPF-10471-20191030-14_52_32,78.03461538,614.3203846,536.2857692,0.872974075,-0.733984882,MPF-10546-20191030-16_08_45,228.1922692,268.898,0.15137982,0.5,1261.2279,21.0437779,95.46222611,0.445142768,0.017267111,1.284585176,DARK-10547-20191030-16_08_47,149.2,119.698,0.340070267,0.742651572,0.213271555,0.644101344,10546,300,300,300,7127.75,259.908,-0.00482387,2.61523,1500.02,1261.2279,0.840807389,0.191614779,1572469462,892.792,899.753,17.0181,16.4901,500.003,99.1177,0.199961,24.7783,25.0235,999.9,0,0,10006.2,0,4.37743,-7.02771,908.174,914.839,0.520964,890.895,899.753,16.8521,16.4901,1.6861,1.63446,14.769,14.2876,1500.02,0.973,0.0269998,0,227.602,4.99951,4178.38,13592,42.187,43.75,43.25,43.625,44.437,1454.65,40.37,0,94.29999995,228.1922692,-1.105743582,-22.38598291,4180.466538,15,1572469493,16:04:52,86,1.897,0.166,900,16,0.44,0.24,892.7372381,0.451480519,0.029493994,1,1.496823214,-0.013952886,0.001578813,1,2,2,2/2,2.96433,2.79164,0.16397,0.169389,0.0885987,0.0896029,19446.5,25063.6,23567.4,27841.2,31351.6,33624.8,37664.1,40282.9,1.99937,2.03842,0.112154,0,23.1806,999.9,46.429,29.537,19.4328,61.5266,29.371,1,-0.0509375,2.02548,20.1739,5.26162,12.0159,4.99965,3.288,9999,9999,9999,696.6,1.87838,1.88339,1.88126,1.87836,1.87812,1.88025,1.87919,1.87525,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.897,0.166,2,509.301,510.872,21.2806,26.4533,30.0001,26.482,26.4557,39.3519,22.503,58.0227,21.2665,900,16.4361,100.419,100.459
ME034,plant_1,40,1572469557,4668.1,20191030 16:05:56,16:05:56,1572469557,0.001925617,21.60940997,992.806,695.3664275,69.06951088,98.61365477,0.127191831,3.42292823,0.124623316,0.078116023,241.6715014,25.56970446,25.0017,3.179999872,53.65619491,1.682798871,3.136262037,1.497201001,-84.91970282,-42.83101605,-2.643751342,111.2770312,-0.041095302,0.046133076,3.44934491,0,0,1,0,52796.08777,MPF-10471-20191030-14_52_32,78.03461538,614.3203846,536.2857692,0.872974075,-0.733984882,MPF-10548-20191030-16_10_20,228.2116154,267.481,0.146811866,0.5,1261.2363,21.60940997,92.58222709,0.448185105,0.017715471,1.296687932,DARK-10549-20191030-16_10_22,147.6,119.881,0.327569712,0.74314171,0.207284951,0.646743592,10548,300,300,300,7127.76,260.458,-0.00482386,1.82745,1500.03,1261.2363,0.840807384,0.191614768,1572469557,992.806,1000.05,16.9418,16.3588,500.036,99.1281,0.200122,24.7696,25.0017,999.9,0,0,9997.5,0,4.37743,-7.34247,1009.82,1016.68,0.592045,990.808,1000.05,16.7848,16.3588,1.6803,1.62161,14.7156,14.1657,1500.03,0.973,0.0269998,0,227.809,4.99951,4177.37,13592.1,42.187,43.75,43.25,43.625,44.5,1454.66,40.37,0,94.69999981,228.2116154,-2.411623927,-24.47213676,4180.561923,15,1572469576,16:06:15,87,1.998,0.157,1000,16,0.45,0.25,992.6808571,0.481090909,0.028149745,1,1.491789569,0.022875938,0.002472402,1,2,2,2/2,2.96442,2.79173,0.175597,0.181264,0.088348,0.0890913,19176.6,24705.6,23567.9,27841.4,31361.9,33644.7,37665.1,40283.5,1.99953,2.03855,0.111587,0,23.1681,999.9,46.453,29.537,19.4379,61.9566,29.1747,1,-0.0522027,1.64771,20.1783,5.26356,12.0159,4.9993,3.288,9999,9999,9999,696.7,1.87836,1.88336,1.88126,1.87836,1.87813,1.88022,1.87918,1.87525,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.998,0.157,2,509.383,510.925,21.5728,26.4533,30.0001,26.4798,26.4521,42.8774,23.3789,58.2042,21.5563,1000,16.3406,100.422,100.46
ME034,plant_1,41,1572469652,4763.1,20191030 16:07:31,16:07:31,1572469652,0.001788762,21.52868161,1192.732,869.3526143,86.36016207,118.4841768,0.117525332,3.431329988,0.11533403,0.072277246,241.6715014,25.63237721,25.0404,3.187344262,53.60031649,1.684442768,3.142598549,1.502901494,-78.88441898,-43.84259737,-2.700550811,116.2439342,-0.041223026,0.046276458,3.457828771,0,0,1,0,52947.63502,MPF-10471-20191030-14_52_32,78.03461538,614.3203846,536.2857692,0.872974075,-0.733984882,MPF-10550-20191030-16_11_55,228.0771923,267.767,0.148225165,0.5,1261.2363,21.52868161,93.47347921,0.427860789,0.017651463,1.294234856,DARK-10551-20191030-16_11_57,153.2,114.567,0.346433159,0.751546442,0.209188367,0.646210294,10550,300,300,300,7127.75,261.094,-0.00482383,3.38495,1500.03,1261.2363,0.840807384,0.191614768,1572469652,1192.732,1200.02,16.9566,16.415,499.997,99.1387,0.199774,24.8034,25.0404,999.9,0,0,10027.5,0,4.32058,-7.47412,1213.12,1220.05,0.537525,1190.55,1200.02,16.7956,16.415,1.68066,1.62737,14.7189,14.2204,1500.03,0.973,0.0269998,0,227.949,4.99951,4175.13,13592.1,42.187,43.812,43.25,43.625,44.5,1454.66,40.37,0,94.29999995,228.0771923,-1.541572648,-21.3897436,4177.738846,15,1572469677,16:07:57,88,2.18,0.161,1200,16,0.67,0.27,1192.49619,0.403636364,0.025907563,1,1.508071191,-0.02125863,0.00250734,1,2,2,2/2,2.96432,2.79164,0.197077,0.20313,0.0883997,0.0893248,18677.3,24045.2,23568.1,27840.5,31361.4,33636.8,37665.4,40282.8,1.99945,2.0394,0.11117,0,23.2138,999.9,46.478,29.547,19.4618,61.6366,29.1026,1,-0.0503862,2.15014,20.1724,5.26311,12.0159,4.99895,3.288,9999,9999,9999,696.7,1.87836,1.88338,1.88126,1.87836,1.87808,1.88021,1.87915,1.87526,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,2.18,0.161,2,509.31,511.526,21.297,26.4538,30.0002,26.4775,26.4513,49.7658,23.1066,58.2649,21.2691,1200,16.4473,100.423,100.458
